ZCTA5CE20,lon,lat,bw,bs,be,bn
54143,-87.674038,45.068168,-87.8431,44.9808,-87.5874,45.204
54487,-89.75114,45.504298,-89.9802,45.3176,-89.4455,45.7061
43050,-82.512342,40.372006,-82.6541,40.2647,-82.3208,40.5063
45502,-83.803969,39.843176,-83.9625,39.7959,-83.6729,40.055
50542,-93.942668,42.765486,-94.0698,42.7012,-93.8525,42.8778
55037,-92.789468,45.99826,-93.2178,45.8574,-92.3816,46.1155
56469,-93.544272,46.771853,-93.778,46.6093,-93.3277,46.941
55077,-93.080266,44.813607,-93.1085,44.7755,-93.0296,44.8847
63459,-91.415802,39.573636,-91.5391,39.4891,-91.1666,39.6676
64778,-94.484041,37.91875,-94.6163,37.8421,-94.3144,38.0034
57638,-102.195317,45.862233,-102.6222,45.5593,-101.8402,46.1912
85602,-110.365737,32.170708,-110.6957,31.7445,-110.0763,32.5142
86514,-109.307496,36.870195,-109.7643,36.6624,-108.9801,37.1599
85053,-112.131089,33.626884,-112.1518,33.6073,-112.1149,33.6547
40935,-83.746167,36.919066,-83.802,36.7965,-83.5661,36.9963
37361,-84.69736,35.112637,-84.7384,35.0195,-84.5645,35.1523
83611,-114.928507,45.217785,-116.2138,44.1661,-114.5933,45.9187
19934,-75.63037,39.078989,-75.7419,39.0239,-75.4865,39.1397
84642,-111.593526,39.250861,-111.8024,39.0327,-111.4425,39.3339
28040,-81.741578,35.357009,-81.8231,35.2691,-81.6764,35.5078
04363,-69.578072,44.311016,-69.6502,44.261,-69.5064,44.3618
04918,-69.866508,44.550273,-69.873,44.5375,-69.8592,44.5635
04763,-68.103714,46.080643,-68.1673,46.0376,-68.0396,46.1235
47870,-87.473535,39.370152,-87.4742,39.3696,-87.4728,39.3707
99754,-157.701755,64.89976,-157.736,64.8746,-157.6355,64.9177
17827,-76.963349,40.752297,-76.9925,40.7429,-76.9045,40.7746
29453,-79.610664,33.219897,-79.765,33.0929,-79.4466,33.3223
80721,-102.152975,40.68821,-102.2676,40.6143,-102.0513,40.7498
52344,-91.683268,42.292034,-91.684,42.2911,-91.6825,42.2929
03242,-71.822402,43.173656,-71.9132,43.1151,-71.7326,43.2319
08246,-74.765774,39.180987,-74.7706,39.1743,-74.76,39.1863
22843,-79.207711,38.397807,-79.3123,38.2574,-79.0053,38.4777
28669,-81.005557,36.253913,-81.0694,36.1314,-80.9359,36.3074
68654,-97.777295,41.068337,-97.8471,40.9884,-97.674,41.1337
54847,-91.410053,46.543718,-91.5324,46.4081,-91.2052,46.7632
34787,-81.638681,28.482972,-81.7171,28.3469,-81.5418,28.6068
65646,-93.70715,37.335137,-93.7975,37.1943,-93.6228,37.4592
37714,-84.252995,36.269298,-84.3517,36.1777,-84.1453,36.3692
34208,-82.514031,27.486928,-82.5651,27.457,-82.4589,27.5258
22902,-78.491779,37.980813,-78.5758,37.8648,-78.3511,38.0428
53571,-89.353575,43.277931,-89.3631,43.2744,-89.3444,43.2813
27821,-76.875843,35.323113,-76.9036,35.2942,-76.8541,35.3595
65655,-92.433333,36.619336,-92.6009,36.4972,-92.2567,36.7485
65656,-93.466308,36.801289,-93.6166,36.6475,-93.3332,36.9047
24244,-82.797852,36.710751,-82.9815,36.5935,-82.6077,36.8386
24246,-82.740995,36.868966,-82.7527,36.8596,-82.7356,36.8734
80631,-104.648329,40.432358,-104.8743,40.3484,-104.5079,40.5238
81328,-108.308785,37.317388,-108.541,36.9993,-108.0383,37.5289
30411,-82.777814,32.111936,-82.9312,31.9711,-82.6793,32.2627
17742,-76.58235,41.239958,-76.6109,41.2299,-76.5664,41.2452
79536,-99.997383,32.493145,-100.2186,32.2638,-99.8418,32.6762
80442,-105.910875,39.926889,-105.9723,39.7962,-105.7485,39.9837
06784,-73.497251,41.570275,-73.5307,41.52,-73.4504,41.6667
10162,-73.949851,40.76936,-73.9519,40.7683,-73.948,40.7701
66160,-94.609624,39.055764,-94.6118,39.0537,-94.6073,39.0574
27703,-78.822086,35.963035,-78.8874,35.8671,-78.6998,36.0478
28752,-82.041694,35.709187,-82.1927,35.518,-81.8954,35.9584
27325,-79.574238,35.46056,-79.7107,35.3913,-79.3815,35.5257
27549,-78.242816,36.104384,-78.4242,35.9336,-78.0276,36.2481
82842,-106.939466,44.57144,-107.002,44.5581,-106.8848,44.5868
96028,-121.446256,40.98946,-121.6196,40.8416,-121.32,41.1837
17250,-77.523882,39.73678,-77.5255,39.7356,-77.5198,39.7382
28768,-82.712341,35.327942,-82.8469,35.1876,-82.6166,35.423
32404,-85.54278,30.190724,-85.6211,30.0232,-85.3884,30.349
32068,-81.88244,30.082178,-81.9921,29.9593,-81.7411,30.1875
32055,-82.62365,30.254822,-82.8073,30.165,-82.4575,30.4208
22701,-77.995832,38.457449,-78.1788,38.2947,-77.7987,38.5764
23890,-77.123411,37.01143,-77.2959,36.8588,-76.9493,37.1482
24439,-79.462196,38.008371,-79.6476,37.8643,-79.3335,38.1583
46268,-86.232546,39.897706,-86.2669,39.8672,-86.2017,39.9342
16866,-78.171545,40.866658,-78.3769,40.7326,-77.9642,41.0046
18503,-75.668109,41.409641,-75.6756,41.4039,-75.6591,41.4176
39154,-90.447614,32.226952,-90.6042,32.132,-90.3176,32.3206
39744,-89.325708,33.546757,-89.4983,33.3742,-89.152,33.7691
72712,-94.204097,36.388499,-94.3526,36.3316,-94.1371,36.4725
71671,-92.100363,33.60712,-92.2325,33.4508,-91.9539,33.7917
72519,-92.15962,36.098252,-92.3059,36.0086,-92.0344,36.296
72946,-94.167801,35.625485,-94.2534,35.5605,-93.9562,35.7526
73052,-97.592568,34.833651,-97.7309,34.6776,-97.4592,35.0151
74441,-95.158421,35.986127,-95.2831,35.8415,-94.9936,36.1042
73764,-98.202598,35.856483,-98.2604,35.7831,-98.154,35.9567
47225,-85.344287,39.435786,-85.3494,39.4319,-85.3376,39.4385
75101,-96.703455,32.268952,-96.7153,32.2614,-96.6904,32.2811
04469,-68.666238,44.902506,-68.6747,44.8919,-68.6576,44.9124
83871,-116.738645,46.745891,-116.854,46.6222,-116.6045,46.8617
28705,-82.141581,36.043637,-82.2727,35.9286,-82.0392,36.1591
47845,-87.233896,39.194462,-87.2407,39.186,-87.2242,39.2005
20542,-77.028012,38.941357,-77.0297,38.9408,-77.0259,38.9419
59452,-110.158418,46.835447,-110.4005,46.6721,-109.7558,47.041
57346,-99.457394,44.248186,-99.4637,44.2442,-99.4509,44.252
25002,-81.255701,38.131233,-81.2654,38.1255,-81.2437,38.1355
48859,-84.773413,43.586317,-84.7775,43.5825,-84.769,43.5899
17054,-77.726026,40.498084,-77.7362,40.4854,-77.7178,40.5071
44687,-81.71442,40.539385,-81.7217,40.5326,-81.6996,40.544
15359,-80.273417,39.878566,-80.2842,39.87,-80.2689,39.8821
70148,-90.067528,30.028697,-90.0743,30.0234,-90.0615,30.034
27695,-78.678985,35.785574,-78.687,35.7812,-78.6709,35.7912
28077,-81.202841,35.404134,-81.2101,35.3965,-81.1954,35.4105
04108,-70.189011,43.660568,-70.2012,43.6494,-70.1767,43.6752
27972,-75.469026,35.553687,-75.4761,35.5359,-75.4633,35.5821
38075,-89.148192,35.372081,-89.2484,35.1775,-89.0377,35.5149
68042,-96.433421,41.091366,-96.4544,41.0819,-96.4258,41.1032
29506,-79.642221,34.214151,-79.7688,34.0761,-79.5141,34.3258
37616,-82.760423,36.232735,-82.8326,36.1061,-82.6663,36.3364
27837,-77.189526,35.541415,-77.2943,35.4007,-77.0996,35.6091
58634,-103.356458,47.436836,-103.6569,47.2739,-103.0991,47.6018
49861,-88.179777,46.52535,-88.3419,46.4199,-87.9913,46.7654
45032,-84.008289,39.501822,-84.0187,39.4987,-83.9976,39.5069
28712,-82.761254,35.174988,-82.9033,35.056,-82.6433,35.2917
24277,-83.030373,36.749482,-83.1363,36.6774,-82.9183,36.812
43832,-81.609995,40.298204,-81.6969,40.1789,-81.4324,40.3961
64499,-94.415211,40.397072,-94.4795,40.358,-94.3206,40.4456
53948,-90.062175,43.763776,-90.2499,43.6417,-89.849,43.9058
29935,-80.691735,32.38043,-80.7219,32.3679,-80.6734,32.4006
82336,-108.163709,41.7105,-108.5166,41.3288,-107.917,42.0894
40058,-85.17002,38.432651,-85.1721,38.4318,-85.168,38.4335
06409,-72.417527,41.351654,-72.4405,41.3383,-72.4056,41.3637
49611,-84.978733,44.979952,-84.993,44.9616,-84.9637,44.9949
26802,-79.208792,38.609594,-79.3104,38.4749,-79.0573,38.8133
77368,-94.840844,30.451225,-94.8445,30.4458,-94.8363,30.4541
83716,-115.946206,43.497913,-116.2137,43.2113,-114.9714,44.0988
24813,-81.724922,37.359363,-81.7632,37.3371,-81.6871,37.3863
85145,-111.398094,32.540014,-111.4773,32.5013,-111.3022,32.5927
04254,-70.141147,44.437268,-70.1998,44.3694,-70.1005,44.4872
98939,-120.472829,46.503504,-120.4802,46.4919,-120.4584,46.5131
55605,-89.762674,47.965244,-89.8865,47.8764,-89.494,48.0233
59743,-112.749655,45.622095,-113.0147,45.4351,-112.4642,45.7263
76255,-97.716246,33.817889,-97.9459,33.6468,-97.5082,33.9914
75166,-96.449505,33.016712,-96.4897,32.9824,-96.3791,33.0533
35079,-86.74631,33.932682,-86.9634,33.8219,-86.5909,34.0538
23325,-76.233801,36.817676,-76.2575,36.787,-76.2193,36.8399
25271,-81.687209,38.786744,-81.803,38.6644,-81.5546,38.8943
24983,-80.532166,37.5649,-80.6737,37.5012,-80.3363,37.7087
90304,-118.357477,33.938338,-118.3784,33.9237,-118.3439,33.9463
92065,-116.83976,33.04327,-117.0012,32.9164,-116.6716,33.1943
95485,-122.919948,39.211684,-123.0515,39.1161,-122.7813,39.3176
65704,-92.583228,37.126578,-92.701,36.9905,-92.4787,37.2661
10016,-73.978075,40.745161,-73.9877,40.7377,-73.9677,40.7522
01053,-72.710336,42.352036,-72.7412,42.3338,-72.6781,42.37
47455,-86.957757,39.313071,-86.9587,39.3105,-86.9513,39.3144
50426,-93.017243,43.41512,-93.0243,43.4114,-93.0099,43.4187
26362,-81.053363,39.147275,-81.1995,39.0579,-80.9465,39.2744
08091,-74.924935,39.809124,-74.9577,39.7846,-74.9024,39.8213
26412,-80.602443,38.906624,-80.702,38.8195,-80.5019,38.9709
17015,-77.264702,40.143924,-77.3689,40.066,-77.0645,40.3012
12828,-73.567701,43.252575,-73.74,43.1564,-73.4699,43.3317
04978,-69.806591,44.636654,-69.8687,44.5773,-69.7443,44.6787
30120,-84.853623,34.158422,-84.9561,34.0734,-84.7397,34.2953
48157,-83.446556,41.806594,-83.4525,41.801,-83.4131,41.8256
55129,-92.883692,44.883159,-92.9842,44.8619,-92.8624,44.9493
26554,-80.084982,39.462109,-80.2651,39.3744,-79.9644,39.5824
26576,-80.256434,39.492996,-80.2679,39.4771,-80.2445,39.5073
12986,-74.440542,44.222795,-74.681,44.0883,-74.098,44.395
47586,-86.699462,38.041441,-86.8001,37.9209,-86.5573,38.1361
59761,-113.542219,45.633584,-113.9382,45.1432,-113.1416,45.9415
39328,-88.681949,32.743245,-88.9153,32.5805,-88.5277,32.9275
35654,-87.617806,34.513398,-87.7706,34.339,-87.4858,34.6257
30471,-82.190375,32.557214,-82.3447,32.3515,-81.9716,32.6912
52165,-91.984643,43.306703,-92.081,43.2231,-91.8914,43.3926
36112,-86.360608,32.383624,-86.3766,32.3655,-86.3339,32.399
29030,-80.668696,33.580197,-80.7674,33.4367,-80.5193,33.6951
43021,-82.929639,40.221817,-82.982,40.1407,-82.7785,40.2686
29032,-80.462417,34.355222,-80.562,34.2562,-80.2806,34.4138
61244,-90.384054,41.530148,-90.463,41.4568,-90.3097,41.5796
57422,-97.917106,45.411914,-98.0219,45.2838,-97.8174,45.5885
55780,-92.68326,46.677627,-92.7349,46.6351,-92.6161,46.7079
55786,-93.382271,47.31916,-93.3947,47.2988,-93.3642,47.3368
59625,-112.038946,46.601319,-112.0413,46.5982,-112.0359,46.6052
06072,-72.487631,41.984486,-72.4906,41.9827,-72.4841,41.9861
43218,-82.923664,40.017646,-82.9261,40.0141,-82.9214,40.0209
96108,-120.377707,41.726604,-120.6909,41.609,-120.237,41.9936
32612,-82.351382,29.644519,-82.3693,29.6376,-82.3394,29.6521
32192,-82.110761,29.354517,-82.1143,29.33,-82.1069,29.3604
03238,-71.886726,43.981894,-71.9016,43.9654,-71.8768,43.9917
32133,-81.920574,29.011818,-81.931,28.9892,-81.9043,29.0257
79231,-101.065787,33.941639,-101.0985,33.9052,-101.0414,33.9691
27544,-78.423933,36.199863,-78.5761,36.1334,-78.3258,36.2665
13902,-75.968631,42.08924,-75.9821,42.0815,-75.9594,42.0957
20422,-77.010437,38.928042,-77.0122,38.9224,-77.007,38.9312
15731,-79.176362,40.500588,-79.183,40.4974,-79.1692,40.513
96848,-157.814198,21.303334,-157.818,21.296,-157.812,21.3054
99552,-161.21223,60.906142,-161.2346,60.8917,-161.1899,60.9206
83555,-116.750532,46.064795,-116.8523,45.8552,-116.5648,46.3253
83725,-116.206038,43.604867,-116.2095,43.6023,-116.2015,43.6078
49337,-85.696268,43.425469,-85.9194,43.3664,-85.4911,43.5126
54121,-88.343724,45.878021,-88.5597,45.7181,-88.0699,46.0212
82604,-106.594135,42.923748,-107.4866,42.4308,-106.2523,43.3983
93908,-121.658538,36.564309,-121.8079,36.4198,-121.407,36.8181
25878,-81.225791,37.711884,-81.2516,37.6927,-81.1945,37.7346
68014,-96.955259,41.285226,-97.0559,41.22,-96.9085,41.3507
85645,-111.160868,31.669582,-111.3327,31.588,-110.9395,31.8122
50565,-94.99698,42.86118,-95.0926,42.8103,-94.9138,42.9243
29061,-80.847527,33.881081,-80.9675,33.8079,-80.7546,34.0037
03467,-72.428622,42.96749,-72.5346,42.9264,-72.3599,43.0205
04222,-70.130978,43.952414,-70.2292,43.9067,-70.0342,44.021
05450,-72.805272,44.889963,-72.9523,44.7885,-72.6098,45.0165
05463,-73.342968,44.860789,-73.3814,44.8091,-73.3092,44.9139
38924,-90.182746,33.303054,-90.4135,33.201,-90.0718,33.3861
32227,-81.408103,30.390791,-81.427,30.3735,-81.3935,30.4003
08348,-74.96717,39.313835,-74.9831,39.2988,-74.9443,39.3283
26814,-79.441683,38.729731,-79.5723,38.6619,-79.3632,38.8594
17222,-77.493011,39.90823,-77.5893,39.7999,-77.3909,39.9813
13103,-76.103404,43.325893,-76.1168,43.3185,-76.098,43.3368
13115,-76.474952,43.393918,-76.4827,43.3862,-76.4636,43.3982
06263,-71.902746,41.835923,-71.9121,41.8332,-71.8985,41.8427
30222,-84.716489,33.03829,-84.8646,32.9327,-84.6086,33.1657
40829,-83.300654,36.7951,-83.3285,36.7777,-83.2633,36.8211
40849,-83.136137,36.899706,-83.1434,36.8916,-83.1253,36.9016
59866,-115.125582,47.335676,-115.3038,47.1454,-114.7045,47.4821
57532,-100.731175,44.389207,-101.0747,44.0065,-99.8658,44.7837
37323,-84.827167,35.093097,-84.9403,34.9876,-84.6997,35.2394
58484,-98.455172,47.365327,-98.5741,47.2984,-98.3715,47.4572
36272,-85.604536,33.944411,-85.8042,33.7212,-85.3887,34.1101
60654,-87.636384,41.892214,-87.6477,41.8865,-87.6267,41.898
32908,-80.698258,27.956209,-80.7372,27.9103,-80.6717,27.999
63068,-91.247607,38.557477,-91.3967,38.4755,-91.123,38.6399
49027,-86.069031,42.348253,-86.0823,42.3429,-86.0627,42.3538
59526,-108.662951,48.404183,-108.9524,48.1608,-108.3461,48.8289
33172,-80.362303,25.786549,-80.3861,25.7682,-80.329,25.8117
27516,-79.149281,35.912367,-79.2684,35.8113,-79.0539,36.0173
27517,-79.041698,35.84172,-79.0939,35.7378,-78.96,35.9492
51237,-96.000505,43.338849,-96.1172,43.2577,-95.8604,43.4328
17306,-77.251338,39.985608,-77.2559,39.9774,-77.2411,39.9878
90052,-118.258908,33.978304,-118.2614,33.9748,-118.2564,33.9819
20510,-77.00689,38.892785,-77.0082,38.892,-77.0059,38.8936
97057,-120.751069,45.004661,-120.7573,44.9964,-120.747,45.0109
21233,-76.605028,39.29244,-76.607,39.2909,-76.603,39.2943
14585,-77.553012,42.905868,-77.558,42.9023,-77.5486,42.9092
35459,-88.303685,32.823577,-88.3774,32.628,-88.1769,32.9834
17238,-78.120749,39.884204,-78.1823,39.7224,-78.0683,39.9904
30165,-85.301514,34.292027,-85.4791,34.1805,-85.0772,34.4322
31312,-81.38265,32.291344,-81.5425,32.1688,-81.2493,32.5121
30642,-83.183182,33.549289,-83.3489,33.3782,-83.0047,33.6699
89019,-115.539371,35.814832,-115.8341,35.5779,-115.2073,35.9569
48072,-83.191042,42.497689,-83.2034,42.4884,-83.1586,42.5104
48640,-84.336459,43.582323,-84.5088,43.5095,-84.1798,43.6561
48093,-83.015162,42.515193,-83.038,42.4917,-82.9955,42.5376
07417,-74.208356,41.008597,-74.2485,40.9786,-74.1676,41.0452
07503,-74.15374,40.89585,-74.1738,40.8887,-74.1285,40.9083
98952,-120.848649,46.390548,-121.1918,46.1578,-120.5021,46.5094
83672,-116.971877,44.380953,-117.243,44.1518,-116.6732,44.6839
76258,-96.918415,33.370061,-97.0372,33.2883,-96.8154,33.4494
78851,-101.984291,30.141507,-102.1801,29.8658,-101.6579,30.5227
35406,-87.468307,33.331935,-87.567,33.2173,-87.3797,33.4547
35576,-88.123542,33.589154,-88.2746,33.4359,-88.0036,33.7202
17957,-76.515213,40.593635,-76.5269,40.5891,-76.5087,40.5994
17014,-77.193579,40.659595,-77.2157,40.6426,-77.168,40.675
56121,-94.628191,43.535761,-94.7143,43.5004,-94.4925,43.5878
56563,-96.751587,46.866693,-96.7628,46.8651,-96.7478,46.8693
17323,-77.026676,40.07523,-77.0293,40.0723,-77.0243,40.0778
96712,-158.060262,21.601905,-158.1212,21.5642,-157.9544,21.6936
60642,-87.658041,41.901922,-87.6686,41.8887,-87.6433,41.9221
75844,-95.429145,31.518192,-95.7471,31.3684,-95.1081,31.7186
13338,-74.897745,43.514088,-75.2345,43.3759,-74.7756,43.6536
17325,-77.226404,39.827608,-77.3687,39.72,-77.0824,39.9624
17331,-76.968932,39.781184,-77.1064,39.7198,-76.8815,39.8768
13321,-75.373545,43.089352,-75.3809,43.0778,-75.3621,43.0968
01452,-72.005142,42.483784,-72.0997,42.421,-71.9198,42.5466
06758,-73.227894,41.677798,-73.2422,41.6665,-73.221,41.6833
41132,-82.831399,38.256671,-82.88,38.2208,-82.7735,38.2902
10177,-73.975878,40.754956,-73.9765,40.7547,-73.9754,40.7553
15038,-79.923804,40.249916,-79.9323,40.2441,-79.9145,40.2548
13435,-75.151336,43.302754,-75.1606,43.294,-75.1424,43.3083
06708,-73.070342,41.548454,-73.0939,41.5142,-73.0364,41.5885
49870,-87.904742,45.846268,-87.9898,45.7523,-87.7879,45.9861
24313,-80.796231,36.905528,-80.833,36.8873,-80.7637,36.9339
28723,-83.085134,35.323246,-83.244,35.1297,-82.9635,35.3831
43907,-81.020497,40.256976,-81.1983,40.1596,-80.816,40.363
23181,-76.901389,37.605193,-77.001,37.5015,-76.7771,37.6991
47528,-87.260339,38.844486,-87.3214,38.7727,-87.2201,38.9018
63674,-90.659079,38.031788,-90.6805,38.0171,-90.6407,38.0453
59722,-112.757138,46.355909,-113.0368,46.1934,-112.4892,46.5152
48432,-82.983259,43.90119,-83.1138,43.8595,-82.8461,43.9283
41653,-82.679485,37.669359,-82.9459,37.5127,-82.5636,37.7461
30442,-81.978719,32.808354,-82.1972,32.6119,-81.7611,32.9699
65556,-92.397692,37.794445,-92.532,37.6278,-92.2661,38.0223
59317,-105.521388,45.379365,-106.0634,44.9935,-104.9815,45.7589
99350,-119.709452,46.144743,-120.0088,45.828,-119.3012,46.4479
59430,-109.830074,47.422503,-110.1858,47.1673,-109.5802,47.7363
59217,-104.244545,47.584718,-104.2718,47.5563,-104.2129,47.6014
57623,-101.659252,45.015868,-102.0001,44.7126,-101.3802,45.2585
60076,-87.730832,42.032183,-87.7478,42.0118,-87.7087,42.0648
45694,-82.784475,38.753534,-82.8776,38.6775,-82.6666,38.8444
43055,-82.405694,40.094294,-82.5603,40.03,-82.212,40.2147
43701,-81.992636,39.956515,-82.1724,39.8364,-81.7971,40.0873
53573,-90.463281,43.152067,-90.5965,43.0313,-90.331,43.358
43060,-83.574119,40.220566,-83.6398,40.1741,-83.4945,40.2588
10537,-73.885278,41.33784,-73.8941,41.3251,-73.8743,41.351
36471,-87.228977,31.627776,-87.378,31.5336,-87.0826,31.6934
40801,-83.254918,36.856945,-83.2621,36.853,-83.2498,36.8598
57354,-97.842618,43.191422,-97.8546,43.1834,-97.8294,43.198
00638,-66.510375,18.28466,-66.5971,18.1557,-66.4534,18.3809
79918,-106.376626,31.845856,-106.4152,31.8268,-106.3245,31.8703
21620,-76.087391,39.206658,-76.2439,39.0948,-75.9008,39.2921
74832,-97.016587,35.826973,-97.0701,35.7824,-96.9292,35.8696
97497,-123.375334,42.660152,-123.6201,42.5566,-123.1697,42.7395
97410,-123.108332,42.811473,-123.308,42.7024,-122.8654,42.898
36853,-85.777735,32.769658,-85.9117,32.6039,-85.6082,32.9875
11713,-72.942676,40.763608,-72.9641,40.7405,-72.9137,40.8118
31216,-83.676123,32.723399,-83.7769,32.6606,-83.5869,32.8255
52631,-91.609208,40.78301,-91.6222,40.7809,-91.6029,40.7847
06062,-72.860777,41.673383,-72.8929,41.6495,-72.8226,41.6981
30240,-85.122217,33.03757,-85.2365,32.8895,-84.9961,33.1687
10933,-74.511638,41.365974,-74.5277,41.3542,-74.4963,41.3765
13639,-75.144069,44.26139,-75.1748,44.2376,-75.0936,44.2807
13648,-75.299091,44.149781,-75.5166,44.0389,-75.127,44.301
17756,-76.754377,41.176374,-76.9113,41.117,-76.5716,41.3346
02457,-71.274921,42.298323,-71.2776,42.2925,-71.2592,42.3002
02584,-70.005303,41.257498,-70.0112,41.2543,-69.9991,41.2606
50551,-94.758746,42.479156,-94.8358,42.4424,-94.6784,42.5175
30286,-84.333355,32.880789,-84.4946,32.7436,-84.1588,32.9925
15449,-79.780833,39.971208,-79.7989,39.9591,-79.7563,39.9912
13820,-75.044949,42.470449,-75.1887,42.3723,-74.8934,42.6219
13827,-76.244723,42.129823,-76.4164,41.9985,-76.113,42.1945
03779,-72.018059,43.96928,-72.117,43.9156,-71.9592,44.0297
30506,-83.90929,34.352535,-84.0416,34.191,-83.7187,34.4551
31007,-83.959421,32.154362,-84.0264,32.0622,-83.8176,32.2921
47167,-86.090469,38.607701,-86.2611,38.4595,-85.8837,38.7454
39771,-89.278733,33.606939,-89.2875,33.5998,-89.2697,33.614
57040,-97.590606,43.039057,-97.6559,42.9666,-97.5171,43.1688
22485,-77.146139,38.265765,-77.3474,38.1411,-77.001,38.4005
53191,-88.545728,42.577602,-88.5705,42.5564,-88.5191,42.6002
35748,-86.387717,34.66747,-86.4881,34.603,-86.3265,34.8447
59008,-109.074958,45.07982,-109.2631,44.9995,-108.9374,45.2153
52251,-92.211794,41.6821,-92.2502,41.6022,-92.1525,41.8178
59014,-108.790409,45.128166,-109.1618,44.9996,-108.0981,45.3887
49406,-86.209003,42.642786,-86.2283,42.6282,-86.1883,42.6507
50847,-94.984049,41.14168,-94.989,41.1374,-94.9761,41.1447
50262,-93.8218,40.843572,-93.9007,40.8117,-93.7477,40.8993
56560,-96.728415,46.818609,-96.8395,46.6163,-96.6499,47.064
63445,-91.718532,40.39207,-91.8587,40.2663,-91.5729,40.5613
58530,-101.156663,47.145338,-101.4051,46.9828,-100.8784,47.2965
99631,-149.561776,60.563293,-149.9983,60.3955,-149.2175,60.8402
07756,-74.008298,40.211756,-74.0162,40.2069,-74.0006,40.2171
32821,-81.465771,28.391019,-81.5409,28.3471,-81.4286,28.422
34736,-81.894944,28.503577,-81.956,28.4329,-81.7725,28.7553
46410,-87.345726,41.482257,-87.3939,41.4347,-87.2392,41.524
47006,-85.231144,39.285593,-85.3298,39.1927,-85.0913,39.3978
23093,-78.037917,38.001011,-78.2088,37.8233,-77.9011,38.1524
24134,-80.802269,37.230327,-80.9271,37.1475,-80.6079,37.3627
67140,-97.357238,37.076426,-97.5104,36.9987,-97.2377,37.1888
27834,-77.413962,35.658275,-77.5538,35.5277,-77.1526,35.8131
28306,-78.882773,34.980543,-79.0639,34.8129,-78.7718,35.0483
28719,-83.318671,35.566113,-83.9182,35.4265,-83.156,35.6961
27874,-77.39849,36.152025,-77.5826,36.0368,-77.2302,36.2198
12512,-73.964219,41.554708,-73.975,41.5443,-73.956,41.5603
72464,-90.140687,36.454501,-90.1463,36.4527,-90.1396,36.4555
82944,-110.485454,41.163005,-110.6253,40.9948,-110.3594,41.2327
13605,-76.02187,43.782723,-76.1846,43.7114,-75.8975,43.9037
54120,-88.564266,45.774201,-88.6758,45.6641,-88.269,45.8466
36776,-87.745952,32.747279,-87.8705,32.6365,-87.6343,32.8341
97310,-122.974114,44.875874,-123.0297,44.8738,-122.9456,44.94
99739,-162.804922,64.899809,-164.2364,64.3248,-161.667,65.4372
35006,-87.19763,33.422507,-87.3417,33.3274,-87.0718,33.5558
06021,-73.080778,42.001521,-73.1515,41.9597,-73.0088,42.042
76475,-98.519571,32.665984,-98.6668,32.3665,-98.3747,32.8576
03846,-71.18925,44.185682,-71.306,44.1263,-71.0977,44.2443
41164,-83.164522,38.286922,-83.3415,38.1406,-83.004,38.4761
35570,-87.994659,34.165323,-88.1945,34.0372,-87.7547,34.3089
55442,-93.426899,45.048558,-93.4528,45.0279,-93.4007,45.0664
32413,-85.887457,30.309748,-86.0194,30.1991,-85.761,30.4295
11509,-73.728491,40.588831,-73.7551,40.5838,-73.7061,40.5935
17944,-76.288547,40.659335,-76.3077,40.6503,-76.2704,40.6752
19333,-75.423579,40.042111,-75.4416,40.0144,-75.4043,40.0724
39046,-89.98292,32.638991,-90.337,32.4716,-89.7301,32.7596
32312,-84.24441,30.60861,-84.3595,30.4753,-84.0728,30.6853
35442,-88.214697,33.076763,-88.3414,32.8148,-88.027,33.2262
41017,-84.561714,39.028732,-84.6235,38.9649,-84.5024,39.0823
35447,-88.154026,33.259083,-88.3193,33.1529,-87.9742,33.3501
35452,-87.6846,33.283008,-87.7462,33.1996,-87.6197,33.3758
15776,-79.114417,41.01348,-79.1371,40.9946,-79.0918,41.0273
15825,-79.052396,41.165503,-79.1999,41.0282,-78.8891,41.3258
35776,-86.258163,34.667222,-86.3538,34.5101,-86.0999,34.7952
52337,-91.142822,41.882169,-91.2104,41.8301,-91.0837,41.9323
61328,-89.459006,41.509239,-89.4664,41.4948,-89.4517,41.5241
59538,-107.846772,48.014538,-108.6132,47.4494,-107.3694,48.6842
61340,-89.251568,41.263804,-89.2599,41.2572,-89.2406,41.2749
37315,-85.051945,35.047664,-85.0541,35.0412,-85.0475,35.0523
43336,-83.579291,40.285708,-83.5856,40.2724,-83.5648,40.2949
29388,-82.039228,34.759067,-82.17,34.653,-81.8887,34.8849
55950,-92.966185,43.743329,-92.975,43.7393,-92.9572,43.7499
51341,-95.036404,43.017211,-95.0534,43.0104,-95.0333,43.0213
31062,-83.214547,33.04423,-83.2237,33.0355,-83.2091,33.0518
36330,-85.857757,31.306564,-86.0087,31.1963,-85.7422,31.4189
36752,-86.625444,32.306282,-86.8108,32.1872,-86.4734,32.4067
33179,-80.17978,25.95881,-80.2028,25.9405,-80.1566,25.9741
24538,-78.971241,37.390186,-79.0455,37.1771,-78.8548,37.512
15144,-79.786078,40.546308,-79.7999,40.5341,-79.7637,40.563
17870,-76.889697,40.809935,-76.9641,40.7256,-76.7987,40.9017
39667,-90.130967,31.125712,-90.2991,31.0007,-89.9335,31.2943
38635,-89.478934,34.767688,-89.7139,34.5544,-89.2451,34.9948
72852,-93.584196,35.651405,-93.6749,35.5643,-93.4486,35.818
