ZCTA5CE20,lon,lat,bw,bs,be,bn
15301,-80.255792,40.158987,-80.3686,40.0442,-80.1309,40.2822
15658,-79.224915,40.268457,-79.3432,40.156,-79.0551,40.3575
15601,-79.533085,40.288953,-79.6691,40.2141,-79.4351,40.4503
17720,-77.205022,41.17953,-77.2303,41.167,-77.1774,41.193
18843,-75.894501,41.805584,-75.908,41.7872,-75.8821,41.8217
30114,-84.543496,34.231113,-84.6579,34.1283,-84.417,34.381
30281,-84.196366,33.567371,-84.2992,33.4641,-84.0823,33.6458
31044,-83.358215,32.668509,-83.4815,32.4722,-83.2407,32.8034
31419,-81.244996,31.970293,-81.3847,31.8871,-81.0958,32.0881
30137,-84.760811,34.115117,-84.7903,34.0978,-84.7488,34.1385
30184,-84.700674,34.272229,-84.8301,34.1394,-84.6166,34.3729
31519,-82.864418,31.663046,-82.9671,31.5551,-82.7625,31.8162
30427,-81.966215,31.922709,-82.1318,31.7102,-81.8049,32.0827
30824,-82.514671,33.515867,-82.6497,33.3377,-82.3769,33.66
89421,-117.915296,42.055126,-118.215,41.6772,-117.5443,42.3926
48225,-82.930117,42.439446,-82.9523,42.421,-82.9114,42.4508
08072,-75.412018,39.546425,-75.4239,39.5405,-75.4012,39.5489
07821,-74.748526,40.965669,-74.8863,40.9145,-74.6146,41.0244
08820,-74.364017,40.577232,-74.4046,40.5483,-74.3321,40.6057
63556,-93.117226,40.182508,-93.334,40.044,-92.8678,40.3343
63456,-91.714071,39.642498,-91.8511,39.5024,-91.578,39.8326
98563,-123.594633,47.101027,-123.8284,46.8463,-123.4349,47.5177
64083,-94.451318,38.807081,-94.4997,38.7494,-94.3737,38.8414
65667,-92.487792,37.287587,-92.6923,37.1898,-92.3628,37.4417
65041,-91.476963,38.616622,-91.6411,38.4665,-91.3068,38.8253
59010,-107.309899,45.983697,-107.5176,45.7677,-107.1084,46.2555
59432,-112.586038,48.146616,-112.9011,48.0284,-112.26,48.2407
59316,-105.041977,45.389485,-105.1907,45.1563,-104.9436,45.5114
59812,-113.984424,46.861217,-113.9892,46.8571,-113.9759,46.865
37705,-84.018451,36.223359,-84.1287,36.163,-83.9073,36.3018
38464,-87.472501,35.311187,-87.6708,35.126,-87.1547,35.4395
37327,-85.407697,35.402217,-85.5684,35.2663,-85.2209,35.5854
37064,-87.007267,35.920761,-87.1778,35.7466,-86.7368,36.0226
38501,-85.551078,36.228581,-85.627,36.1345,-85.4608,36.3537
37385,-84.237613,35.351214,-84.4483,35.2043,-84.0076,35.4762
37185,-87.844484,36.111254,-87.9631,35.8039,-87.6848,36.2558
37847,-84.273729,36.433788,-84.4619,36.3055,-84.1347,36.5512
37032,-86.996581,36.554334,-87.1287,36.4289,-86.9178,36.6446
28560,-76.955688,35.158884,-77.132,34.9283,-76.8347,35.2469
62663,-90.327481,39.54106,-90.337,39.5349,-90.3203,39.5496
60091,-87.73647,42.077229,-87.7782,42.0647,-87.6798,42.0895
40014,-85.435666,38.329436,-85.545,38.2854,-85.3073,38.4073
41701,-83.174808,37.251178,-83.4032,37.1747,-83.0078,37.4434
40828,-83.123503,36.869953,-83.2643,36.8201,-83.0342,36.9461
40330,-84.890529,37.787964,-85.0884,37.6838,-84.6883,37.9097
41041,-83.72668,38.395498,-83.8558,38.2792,-83.5829,38.5254
42256,-86.968344,37.013395,-87.1616,36.838,-86.7299,37.1648
41314,-83.610594,37.450543,-83.8402,37.336,-83.4538,37.5466
42160,-86.08458,37.125227,-86.1614,36.9738,-85.9953,37.2165
42323,-87.032606,37.173791,-87.0465,37.1618,-87.018,37.1927
53516,-89.884822,42.799047,-90.0395,42.71,-89.7198,42.8765
54868,-91.711818,45.529308,-91.9096,45.4075,-91.4903,45.6552
54806,-90.78477,46.54141,-91.2213,46.4283,-90.561,46.7048
54634,-90.419775,43.599375,-90.552,43.4659,-90.2857,43.7107
53934,-89.797154,44.019172,-89.984,43.8184,-89.6181,44.112
44615,-81.074238,40.567318,-81.2044,40.4556,-80.9229,40.6986
45205,-84.575188,39.110574,-84.5969,39.0946,-84.5583,39.1284
50477,-93.324448,42.988993,-93.3792,42.9367,-93.2905,43.0383
52056,-91.072804,42.60384,-91.0821,42.5953,-91.0644,42.6099
52252,-91.222584,42.199447,-91.2477,42.1868,-91.2091,42.2089
50478,-93.782604,43.387945,-93.8724,43.313,-93.6961,43.4997
55923,-92.176736,43.859658,-92.3522,43.7607,-91.9995,43.9341
55003,-92.779347,45.012063,-92.7974,44.9803,-92.7619,45.0303
55962,-91.844852,43.751711,-91.9599,43.645,-91.7307,43.8683
64137,-94.544083,38.930995,-94.5643,38.9089,-94.5219,38.9542
58481,-98.397427,46.950457,-98.5946,46.791,-98.27,47.0376
99762,-164.646258,64.738751,-168.9535,64.4356,-162.9709,65.7696
99611,-150.885598,60.72838,-151.4103,60.4693,-150.2333,61.0391
07311,-74.031624,40.719204,-74.0367,40.7166,-74.023,40.7214
08863,-74.312942,40.536704,-74.3284,40.5228,-74.298,40.5527
85936,-109.291339,34.606616,-109.625,34.15,-109.0454,35.004
85324,-112.068972,34.129108,-112.3431,33.8825,-111.8219,34.2755
85329,-112.296494,33.431932,-112.3024,33.4282,-112.2897,33.4355
32780,-80.80826,28.546978,-80.9394,28.452,-80.6555,28.6436
33980,-82.051978,26.9807,-82.0824,26.9461,-82.0196,27.0202
46617,-86.235161,41.684287,-86.2631,41.6673,-86.2153,41.6992
47601,-87.255254,38.053018,-87.3679,37.9253,-87.1319,38.1729
47306,-85.406654,40.204832,-85.415,40.2003,-85.4009,40.2113
46173,-85.432222,39.613074,-85.5942,39.4318,-85.2699,39.7734
46738,-85.137319,41.321877,-85.1829,41.2645,-85.088,41.3807
24558,-78.965678,36.789634,-79.1449,36.6722,-78.8089,36.8784
24483,-79.209725,37.825797,-79.3293,37.6885,-79.1273,37.925
23917,-78.37046,36.643299,-78.5416,36.5438,-78.0462,36.7353
23185,-76.687065,37.256627,-76.8902,37.1688,-76.578,37.3186
16238,-79.520223,40.787733,-79.5249,40.7818,-79.5173,40.7936
16101,-80.291965,40.981948,-80.4338,40.8783,-80.1775,41.0634
15211,-80.012969,40.428562,-80.033,40.4151,-79.9972,40.4439
97479,-123.139703,43.414704,-123.3655,43.3358,-123.032,43.496
16054,-79.657101,41.156702,-79.6748,41.1481,-79.6369,41.1645
39305,-88.710932,32.434075,-88.9018,32.3821,-88.5541,32.5771
39153,-89.500794,32.053621,-89.6725,31.9608,-89.3233,32.1523
38863,-89.010207,34.22251,-89.2872,34.0747,-88.8245,34.3802
38703,-91.038897,33.489289,-91.2359,33.3127,-90.8744,33.574
38858,-88.603234,34.062015,-88.6848,33.9881,-88.3815,34.2156
38611,-89.689351,34.854646,-89.83,34.6856,-89.5287,34.9953
38848,-88.260178,33.919441,-88.3895,33.7898,-88.2038,34.0871
39747,-89.558647,33.408543,-89.6632,33.2852,-89.4539,33.5765
72396,-90.836231,35.230733,-91.0426,35.0974,-90.6204,35.3628
72651,-92.47661,36.388,-92.5125,36.3634,-92.4413,36.4084
71647,-92.118894,33.362969,-92.2753,33.1935,-91.9599,33.5298
74365,-95.061472,36.267813,-95.1691,36.2138,-94.8992,36.3632
71467,-92.362694,31.532936,-92.5194,31.4286,-92.1961,31.7548
70040,-89.930108,29.754968,-90.0237,29.5799,-89.7962,29.881
71032,-93.826937,32.092523,-93.9228,31.9616,-93.5896,32.2134
70113,-90.083827,29.940918,-90.0945,29.9316,-90.0722,29.9554
70443,-90.566539,30.623918,-90.6839,30.5442,-90.4152,30.7141
71234,-92.339376,32.642963,-92.4486,32.5421,-92.2141,32.7406
88434,-103.357152,35.123695,-103.4787,34.9524,-103.1364,35.3444
10037,-73.93775,40.813028,-73.9434,40.807,-73.9336,40.8191
78840,-100.915446,29.785495,-101.208,29.2992,-100.6997,30.1829
75751,-95.885851,32.085809,-96.0648,31.8663,-95.7962,32.2837
76437,-99.019345,32.387999,-99.2172,32.1506,-98.834,32.6726
75941,-94.765936,31.179623,-94.8664,31.0957,-94.6595,31.2688
76470,-98.663215,32.505477,-98.8714,32.2909,-98.508,32.676
76082,-97.715786,32.960258,-97.8327,32.8711,-97.5646,33.0764
77484,-95.950249,29.995184,-96.0314,29.9077,-95.8178,30.2555
78076,-99.158967,26.910863,-99.3956,26.6228,-98.9542,27.2393
77859,-96.606969,30.88431,-96.7048,30.7576,-96.2026,30.9772
75482,-95.590777,33.156436,-95.7976,32.9613,-95.4015,33.3605
24589,-78.759704,36.744032,-78.8868,36.6262,-78.5492,36.8385
23513,-76.238307,36.889475,-76.2565,36.8633,-76.2077,36.9161
36051,-86.503733,32.694213,-86.6047,32.5901,-86.3639,32.7918
35126,-86.654399,33.725266,-86.7476,33.6529,-86.5554,33.8133
26508,-79.917808,39.546838,-80.0437,39.4496,-79.7638,39.7209
26378,-80.43231,39.09924,-80.625,39.0479,-80.3002,39.1954
25541,-82.123503,38.467258,-82.2104,38.3365,-82.0551,38.5648
26866,-79.259268,38.821248,-79.3706,38.7108,-79.1175,38.9101
25063,-80.900614,38.547336,-81.0373,38.4745,-80.8086,38.6899
00767,-65.896395,18.071419,-66.0107,18.0115,-65.7969,18.1261
77316,-95.679689,30.326622,-95.8335,30.2324,-95.4936,30.3893
92040,-116.87952,32.908057,-116.9978,32.8241,-116.7895,32.9642
96001,-122.431227,40.551887,-122.541,40.4896,-122.3535,40.729
90211,-118.384667,34.066315,-118.3903,34.0571,-118.3722,34.0721
90814,-118.144585,33.771487,-118.1677,33.767,-118.1169,33.7754
92866,-117.844886,33.78473,-117.8575,33.7732,-117.8311,33.7951
65254,-92.814426,39.207779,-92.959,39.0375,-92.7452,39.3474
95369,-120.382567,37.527303,-120.649,37.4011,-120.2623,37.6448
96091,-122.794994,41.053918,-123.0388,40.8283,-122.516,41.2464
93546,-118.85216,37.577725,-119.1087,37.463,-118.6088,37.8081
95605,-121.529242,38.595224,-121.5828,38.5787,-121.5063,38.6046
93461,-120.269519,35.635191,-120.4854,35.4826,-120.0864,35.79
94019,-122.406493,37.449217,-122.4962,37.3186,-122.3107,37.5393
78387,-97.59988,28.103499,-97.6887,27.9254,-97.309,28.2367
77954,-97.291161,29.085646,-97.4992,28.9072,-97.0884,29.3268
01585,-72.150142,42.246936,-72.2176,42.1659,-72.1113,42.2979
49258,-84.65833,42.060002,-84.6606,42.0595,-84.6563,42.0605
48202,-83.077641,42.374612,-83.1006,42.3539,-83.0542,42.3965
48456,-82.780405,43.669716,-82.8786,43.6273,-82.6086,43.7277
66040,-94.712091,38.363844,-94.9179,38.2628,-94.6127,38.4693
66419,-95.605308,39.340302,-95.6408,39.3031,-95.5633,39.4047
82630,-107.296052,43.288042,-107.4129,43.1064,-106.9825,43.5016
82225,-104.291911,42.91174,-104.6233,42.4861,-104.0529,43.5033
25565,-81.922884,38.11686,-82.0709,38.0614,-81.8435,38.1658
90265,-118.851315,34.070068,-119.0682,34.0004,-118.5672,34.1473
25962,-80.76819,37.947045,-80.9354,37.8846,-80.6738,38.0778
25045,-81.322387,38.456058,-81.4267,38.3217,-81.1941,38.6144
25043,-80.989811,38.440927,-81.1132,38.3529,-80.8729,38.5364
24986,-80.217157,37.915203,-80.382,37.6858,-79.9263,38.1245
25514,-82.550991,38.117765,-82.6423,37.9268,-82.3799,38.1936
08006,-74.108273,39.754201,-74.123,39.7389,-74.0991,39.767
03101,-71.465268,42.988824,-71.4738,42.9733,-71.4593,43.0035
68440,-97.011588,40.050857,-97.072,40.0015,-96.9541,40.0885
68531,-96.714167,40.901732,-96.7488,40.8846,-96.681,40.9227
69210,-99.850553,42.397917,-99.9978,42.0853,-99.6624,42.773
68183,-95.93977,41.257094,-95.9411,41.2566,-95.9385,41.2576
77448,-96.088763,29.414022,-96.114,29.3924,-96.053,29.4377
11414,-73.844252,40.658876,-73.8632,40.6442,-73.8264,40.675
95431,-122.517714,38.347853,-122.5211,38.3445,-122.51,38.3524
50608,-92.960401,42.58742,-92.9663,42.5829,-92.9571,42.5947
29349,-82.063933,35.06704,-82.2163,34.9849,-81.9508,35.1785
29710,-81.22477,35.109781,-81.39,34.9829,-81.0325,35.1649
29944,-81.045172,32.807981,-81.1639,32.6268,-80.8799,32.9151
35085,-86.690156,32.99023,-86.8716,32.8883,-86.6083,33.0698
08056,-75.251575,39.783411,-75.2875,39.7567,-75.2126,39.8193
58831,-103.639011,47.868607,-103.8084,47.5638,-103.4641,48.1344
71071,-93.447893,32.918712,-93.5592,32.8132,-93.3697,32.9808
04758,-67.847319,46.554255,-67.9089,46.5088,-67.7863,46.5999
04260,-70.295893,43.964089,-70.4051,43.8934,-70.2003,44.0378
04294,-70.268433,44.615598,-70.398,44.5696,-70.1345,44.6958
04570,-69.63036,43.808484,-69.6357,43.8035,-69.6265,43.8141
04740,-67.854871,46.643244,-67.9216,46.5969,-67.7884,46.6894
21622,-76.174298,38.402592,-76.2865,38.3102,-76.0658,38.5086
78661,-97.763752,29.735462,-97.7733,29.7113,-97.7056,29.7524
35580,-87.278552,33.715729,-87.3642,33.6021,-87.1954,33.8019
36029,-85.906753,32.210171,-86.0147,32.0475,-85.8076,32.3466
36432,-87.074799,31.294219,-87.178,31.1918,-86.8024,31.4798
72530,-91.964968,35.631924,-92.1074,35.504,-91.8245,35.7364
72087,-92.834837,34.589842,-92.9542,34.5184,-92.7154,34.7136
84063,-109.658452,40.231623,-109.8594,40.0849,-109.5692,40.3018
84530,-109.446092,38.188833,-109.7805,37.9825,-109.0418,38.4868
84761,-112.873163,37.845572,-112.9874,37.6786,-112.7513,38.0182
84037,-111.967872,40.954533,-112.0076,40.9111,-111.775,41.0602
84713,-112.548314,38.297977,-112.7081,38.214,-112.3354,38.5399
19383,-75.6035,39.937499,-75.6102,39.9329,-75.5905,39.9547
17034,-76.786715,40.209294,-76.8001,40.2001,-76.7693,40.2151
17508,-76.216405,40.12462,-76.2246,40.1206,-76.1999,40.1292
15745,-78.913467,40.622639,-78.9322,40.613,-78.901,40.6335
99767,-150.14393,65.496639,-150.2105,65.4701,-150.0794,65.5251
15348,-79.992894,39.987941,-80.0105,39.9833,-79.9908,39.9943
18065,-75.607524,40.694274,-75.6205,40.6908,-75.6052,40.706
56628,-93.449654,47.678469,-93.8541,47.5439,-93.21,47.8118
32008,-82.903799,29.904831,-83.071,29.7875,-82.7445,30.0027
32681,-82.215645,29.426918,-82.2225,29.4249,-82.2091,29.4291
31029,-83.945396,33.026072,-84.0441,32.8485,-83.7433,33.2075
61051,-89.761899,41.98289,-89.8437,41.9303,-89.6669,42.0533
93285,-118.508028,35.722725,-118.59,35.651,-118.4342,35.7924
96076,-122.866139,40.309912,-123.1681,40.2294,-122.7031,40.5476
95327,-120.536013,37.846854,-120.6533,37.7203,-120.3229,37.9925
95454,-123.499888,39.781128,-123.6678,39.5704,-123.3421,40.0019
29424,-79.93839,32.784785,-79.9398,32.7816,-79.9353,32.7875
57780,-102.458422,43.786305,-102.8171,43.593,-102.1376,43.9631
14810,-77.332786,42.329303,-77.5102,42.2455,-77.2028,42.4798
14058,-78.162108,43.101666,-78.2345,43.0445,-78.0961,43.1677
44481,-80.871158,41.171486,-80.9472,41.118,-80.774,41.3598
45209,-84.427542,39.153651,-84.4556,39.1433,-84.406,39.1663
41180,-82.859994,38.133576,-83.0071,38.0542,-82.7421,38.2128
57021,-96.971378,43.275586,-97.0425,43.1997,-96.9245,43.3299
52036,-91.344133,42.473134,-91.3514,42.47,-91.3265,42.477
51637,-95.118321,40.620463,-95.1305,40.6105,-95.1053,40.6295
76692,-97.326075,31.948941,-97.4868,31.8415,-97.2028,32.0684
20646,-76.983585,38.530841,-77.1608,38.4152,-76.8529,38.6246
21136,-76.845867,39.457225,-76.8956,39.3965,-76.7013,39.5748
01741,-71.351276,42.530016,-71.3995,42.5024,-71.3046,42.5637
74522,-95.676703,34.882535,-95.7014,34.8695,-95.6484,34.8998
97639,-121.496365,42.430967,-121.6781,42.3592,-121.3402,42.5006
97536,-122.456742,42.810338,-122.6678,42.6926,-122.3178,42.9326
97462,-123.385273,43.48075,-123.6665,43.3577,-123.1327,43.6116
97380,-123.948603,44.771132,-124.0532,44.7002,-123.8321,44.8423
87419,-107.650373,36.930645,-107.7806,36.732,-107.301,37
71772,-93.125685,33.834059,-93.1302,33.8291,-93.1219,33.8383
44232,-81.463528,40.932507,-81.4651,40.9315,-81.4619,40.9335
80503,-105.207226,40.169194,-105.3207,40.0727,-105.1287,40.2869
80512,-105.703179,40.650279,-105.8922,40.4768,-105.1434,40.8011
81323,-108.273321,37.654711,-108.6948,37.3586,-107.8608,37.8946
31329,-81.384597,32.452853,-81.4987,32.3169,-81.1773,32.5251
11970,-72.575525,40.938771,-72.584,40.9335,-72.5633,40.9477
30912,-81.987889,33.470207,-81.9918,33.468,-81.9842,33.4726
31771,-83.660697,31.255867,-83.7688,31.1477,-83.5081,31.3633
10505,-73.747926,41.341836,-73.767,41.3373,-73.7339,41.3472
54531,-89.79329,45.75459,-89.9213,45.6551,-89.6103,45.8179
54931,-88.663632,44.269263,-88.6885,44.2615,-88.658,44.2766
15952,-78.776116,40.303512,-78.8012,40.289,-78.7465,40.3201
06232,-72.375844,41.732927,-72.4217,41.6969,-72.3289,41.7671
06090,-72.864033,41.94685,-72.9059,41.9189,-72.8255,41.9902
81152,-105.445004,37.078117,-105.7714,36.9952,-105.1542,37.2943
32331,-83.629858,30.45823,-83.8401,30.2378,-83.4345,30.656
11579,-73.644114,40.844014,-73.6539,40.8347,-73.6325,40.8535
66112,-94.7701,39.114938,-94.7977,39.1017,-94.7373,39.1297
28645,-81.543716,35.977784,-81.7558,35.7775,-81.3283,36.1587
28562,-77.164631,35.114992,-77.2846,34.8932,-76.9484,35.2391
27332,-79.1531,35.394732,-79.2884,35.2621,-79.0018,35.4661
27983,-76.947037,35.987658,-77.2153,35.8119,-76.6819,36.1249
28164,-80.997117,35.412709,-81.1387,35.3163,-80.9544,35.4539
27301,-79.679692,36.11289,-79.7231,36.0184,-79.6187,36.197
27707,-78.953023,35.952853,-79.0211,35.9039,-78.8763,35.9924
27886,-77.518102,35.900954,-77.6739,35.6962,-77.3863,36.0565
25112,-81.765476,38.38237,-81.7694,38.3779,-81.7631,38.3838
82729,-104.386003,44.353283,-104.7426,44.0881,-104.09,44.5961
82712,-104.118293,44.525773,-104.2256,44.4441,-104.0558,44.6205
15434,-79.875245,40.079126,-79.893,40.0753,-79.8703,40.0853
21869,-75.864098,38.478703,-76.0174,38.2338,-75.7541,38.5671
27411,-79.771476,36.076996,-79.774,36.0719,-79.7681,36.0811
54926,-89.018224,44.615528,-89.0244,44.6117,-89.0115,44.6199
74866,-96.846931,35.065993,-96.8795,35.0579,-96.8136,35.0789
97326,-123.57415,44.628319,-123.7933,44.4919,-123.4754,44.7585
78881,-99.481475,29.41767,-99.7024,29.1177,-99.4121,29.6267
03581,-71.134125,44.342268,-71.2666,44.2277,-71.0103,44.4498
79846,-103.978025,29.387886,-104.2636,29.2586,-103.7927,29.5752
45841,-83.735004,40.879546,-83.7856,40.8263,-83.6723,40.9362
65278,-92.413042,39.342477,-92.4168,39.339,-92.4076,39.3449
64432,-94.661178,40.263998,-94.673,40.2549,-94.651,40.2714
06450,-72.773488,41.532927,-72.8152,41.4967,-72.7448,41.5789
06753,-73.347052,41.821339,-73.3656,41.8061,-73.3249,41.8469
52312,-91.245264,42.006172,-91.2485,42.0044,-91.242,42.0079
49880,-87.225146,46.116932,-87.3983,45.9524,-87.035,46.2808
61955,-87.587518,39.581802,-87.5947,39.5751,-87.5811,39.5857
42729,-86.09787,37.295355,-86.2207,37.2181,-86.0245,37.3631
43717,-81.555639,39.79075,-81.5622,39.7818,-81.5468,39.7944
76654,-97.012373,31.732914,-97.0256,31.711,-97.0022,31.7403
83301,-114.504801,42.396969,-114.6961,42.2142,-114.3532,42.6333
83226,-114.100185,44.35146,-114.658,43.8439,-113.3204,45.1542
83622,-115.885986,44.129071,-116.1216,43.9637,-115.6825,44.2357
83861,-116.585866,47.260338,-116.9044,47.0365,-116.2118,47.4612
73567,-98.170553,34.747157,-98.1857,34.739,-98.1567,34.7537
73842,-99.1856,36.825684,-99.4562,36.637,-98.9709,37.0002
68182,-96.010713,41.257748,-96.0165,41.2553,-96.0049,41.2596
66961,-97.776587,39.690948,-97.7912,39.6826,-97.7628,39.7118
19943,-75.595966,39.000203,-75.7397,38.9518,-75.4706,39.0786
32328,-84.919163,29.641475,-85.0156,29.6127,-84.692,30.0138
20418,-77.047763,38.8928,-77.0489,38.8921,-77.0467,38.8935
35036,-86.914992,33.641883,-86.9213,33.6374,-86.9124,33.6445
84537,-111.225221,39.329238,-111.3011,39.1491,-111.0279,39.4417
27412,-79.81075,36.069454,-79.8153,36.0639,-79.8052,36.0739
77426,-96.24475,30.114933,-96.3572,30.0364,-96.1336,30.2123
79517,-101.235542,32.883572,-101.4339,32.753,-101.0574,32.9646
04088,-70.719501,44.193789,-70.8154,44.1219,-70.6189,44.2681
97640,-120.514806,42.882576,-120.9373,42.6996,-120.3805,43.0928
07880,-74.896269,40.865497,-74.9053,40.8579,-74.8613,40.8844
16140,-80.509359,41.093801,-80.5191,41.0879,-80.5027,41.0983
26815,-79.358783,38.473267,-79.4764,38.4119,-79.221,38.6097
17880,-77.123751,40.891188,-77.1266,40.8885,-77.1216,40.8932
17606,-76.304201,40.112656,-76.3056,40.1094,-76.3019,40.1138
15346,-80.075114,39.935696,-80.0875,39.927,-80.0631,39.9445
01033,-72.503606,42.26082,-72.5585,42.2165,-72.4471,42.3081
52307,-91.902461,41.791584,-91.9131,41.7847,-91.8903,41.7971
39086,-90.75899,31.97995,-90.9568,31.8226,-90.6161,32.0944
13747,-74.983669,42.488686,-74.9889,42.4851,-74.9735,42.4945
28318,-78.612687,35.018097,-78.7139,34.9083,-78.5362,35.1498
45677,-82.754932,38.793902,-82.7655,38.7868,-82.7406,38.8079
74946,-94.450766,35.396421,-94.4602,35.3859,-94.4363,35.4051
50227,-93.429291,42.593898,-93.4353,42.5865,-93.4202,42.601
85911,-110.444317,34.157958,-110.6827,34,-110.2752,34.3071
31825,-84.660693,32.148459,-84.7591,31.9203,-84.558,32.2331
84762,-112.732863,37.480841,-112.9014,37.2794,-112.5078,37.6427
04781,-68.618834,47.146341,-68.6979,47.1026,-68.484,47.1983
23147,-77.039076,37.369586,-77.0429,37.3675,-77.0357,37.3721
07014,-74.133533,40.831407,-74.1575,40.8199,-74.1211,40.8449
81331,-108.866888,37.526537,-109.0459,37.3269,-108.5771,37.6319
03043,-71.815038,42.999852,-71.8855,42.95,-71.7476,43.0386
16550,-80.084945,42.133777,-80.0864,42.1328,-80.0835,42.1347
40357,-84.108469,38.144985,-84.1113,38.1438,-84.1043,38.1465
80293,-104.989733,39.746089,-104.9905,39.7454,-104.9889,39.7467
44630,-81.404077,40.926946,-81.4053,40.9263,-81.4027,40.9277
76909,-100.466242,31.441351,-100.4697,31.4387,-100.4631,31.4437
04267,-70.770931,44.22541,-70.7798,44.2185,-70.7622,44.2318
30070,-83.895034,33.573536,-83.898,33.5715,-83.8933,33.575
15691,-79.685339,40.295244,-79.6882,40.2935,-79.6799,40.3004
14856,-77.370778,42.378809,-77.3747,42.37,-77.3636,42.3828
45501,-83.807455,39.926339,-83.8083,39.9256,-83.8065,39.927
25305,-81.613156,38.336877,-81.6163,38.3353,-81.6102,38.339
30332,-84.404292,33.777569,-84.4075,33.7738,-84.4013,33.7806
74082,-95.881028,36.448896,-95.8842,36.4455,-95.876,36.4527
97346,-122.378575,44.769486,-122.4877,44.6972,-122.2673,44.8148
05904,-71.712198,44.413609,-71.7307,44.4096,-71.6854,44.4261
77843,-96.342091,30.615054,-96.3486,30.6102,-96.3323,30.62
36564,-87.91446,30.469774,-87.9179,30.4671,-87.9113,30.4723
11556,-73.583263,40.71996,-73.5877,40.7183,-73.5803,40.7222
61424,-89.635048,41.079893,-89.6385,41.0613,-89.6308,41.0904
04353,-69.612601,44.205188,-69.6654,44.1217,-69.5403,44.2796
82922,-110.438319,43.152864,-110.589,42.9535,-110.1639,43.2917
19735,-75.597438,39.806827,-75.6046,39.8004,-75.589,39.8145
37232,-86.803045,36.14112,-86.8052,36.1387,-86.8,36.1432
97432,-123.429425,43.105492,-123.4318,43.1001,-123.4246,43.1069
83525,-115.384226,45.742856,-115.7568,45.4575,-115.0663,46.0059
43553,-84.225213,41.531531,-84.2345,41.5289,-84.2113,41.5339
74943,-95.100567,35.100869,-95.1213,35.0944,-95.0899,35.1074
54127,-88.268155,44.796934,-88.2737,44.7944,-88.2626,44.7994
35573,-87.550096,33.901339,-87.5519,33.9007,-87.5485,33.9019
54637,-90.270764,43.878619,-90.2795,43.8746,-90.2619,43.8819
29425,-79.948087,32.785654,-79.9517,32.7827,-79.9456,32.7872
15705,-79.15982,40.615877,-79.1661,40.6101,-79.1544,40.6206
16684,-78.29694,40.63534,-78.2994,40.6327,-78.2945,40.638
17504,-76.329294,40.024689,-76.3308,40.0233,-76.3263,40.0257
99014,-117.596629,47.561409,-117.6015,47.5563,-117.5936,47.5655
50593,-94.898323,42.657961,-94.902,42.6543,-94.8946,42.6616
98609,-122.865776,46.072276,-122.868,46.0652,-122.8619,46.0769
30414,-81.981565,32.155463,-81.9975,32.1524,-81.9734,32.1608
28362,-79.128832,34.36964,-79.1345,34.3626,-79.1205,34.3775
95675,-120.742776,38.545578,-120.748,38.5409,-120.7371,38.5485
46624,-86.25165,41.702511,-86.2524,41.7014,-86.2509,41.7036
43007,-83.405882,40.331623,-83.427,40.3184,-83.3879,40.3447
16601,-78.401739,40.558793,-78.5006,40.4493,-78.2345,40.6478
17740,-77.279481,41.244743,-77.3978,41.0782,-77.1396,41.3651
15557,-79.205875,39.929762,-79.3641,39.8073,-79.0474,40.0179
16749,-78.392308,41.676012,-78.6145,41.617,-78.2239,41.9162
16335,-80.155395,41.626818,-80.306,41.5355,-79.977,41.7531
16701,-78.773268,41.924903,-79.0043,41.7371,-78.5288,41.9999
16914,-76.733409,41.868249,-76.9516,41.7771,-76.6128,41.9412
19082,-75.271821,39.960122,-75.2974,39.9442,-75.2475,39.975
30540,-84.544642,34.723734,-84.6571,34.5577,-84.3921,34.8555
30175,-84.502441,34.531862,-84.6545,34.4618,-84.3803,34.6405
30734,-84.712454,34.542508,-84.825,34.4363,-84.5828,34.6241
30107,-84.347485,34.330513,-84.4869,34.2468,-84.2105,34.4351
30445,-82.574564,32.095292,-82.6562,32.0311,-82.4909,32.3306
31639,-83.202213,31.205625,-83.3589,31.085,-83.0335,31.332
31096,-82.704964,32.711605,-82.9067,32.5922,-82.5536,32.8318
30223,-84.276135,33.292144,-84.4396,33.2245,-84.1028,33.3525
48374,-83.523889,42.472321,-83.5552,42.4438,-83.4937,42.4943
48309,-83.183464,42.658667,-83.221,42.621,-83.1505,42.6952
07628,-73.990969,40.946581,-74.0109,40.9359,-73.9757,40.9552
07440,-74.289765,40.946068,-74.3137,40.9366,-74.2777,40.9574
07086,-74.016748,40.767468,-74.0333,40.7567,-74.0016,40.7807
59068,-109.402761,45.152582,-109.7987,45.0018,-109.189,45.4498
63435,-91.582937,40.203474,-91.7106,40.0588,-91.49,40.3473
65653,-93.138812,36.844044,-93.1853,36.648,-93.0284,36.9151
64656,-93.690659,39.678096,-93.7583,39.6368,-93.6266,39.7158
98014,-121.868358,47.667858,-122.0059,47.5835,-121.6661,47.7778
59825,-113.664207,46.660089,-113.9003,46.4694,-113.3334,46.8526
59086,-110.652426,46.056756,-110.9971,45.7869,-110.2819,46.2421
59046,-108.938966,46.291882,-109.2043,46.1319,-108.6125,46.7513
59528,-110.42628,48.62334,-110.4959,48.3064,-110.3459,48.9435
37072,-86.742128,36.351084,-86.8906,36.2769,-86.6349,36.4325
